,clean_data,sentiment
1545,I am down I need my snuggles but he is at work and he don't like to snuggle ironic huh ...,neg
669,doing my english essay on r amp,neu
1365,Brake time Nothing for lunch Tonite,neu
1394,Ohh Emmm Geee Souvlaki from Dimitris ... I wanna go homeeee LOL,pos
331,Fuuudge Movie store is closed,neu
614,wishes Dave Gilmour and Roger Waters would re-unite for a Pink Floyd concert,pos
1286,Yesterday a friend of mine was thrown off his horse as a lorry drove past us ignoring us signaling for him to slow down,pos
266,so I tried jumping without the trampoline and its like thud thud shouldn't have eaten that cookie http://myloc.me/1XIz,pos
1932,Cape Town was spitting all morning now that im behind this desk,neu
2199,I'm torn do I get an extended warranty for my iPhone when mine runs out or jailbreak I've already got problems with battery earpiece,neg
1807,How freaking cold is it out in Sydney tonight ...,neg
225,I don't like the possibility of the left side of my brain hurting because of the thing called a VP shunt and possible death,neg
105,Damn that sucks,neg
1508,I don't think Jon and Kate should get a divorce but I do think if they want to save their marriage they have to quit the show ...,pos
2957,cant believe i stay out this late ... waking up for work in T-minus 4hours,neu
630,btw I am not a wimp,pos
2068,Fucking typical GH M arrives just as I leave for work It's going to be a long day,neg
870,K goodnight Gotta do Chuck E Cheese tomorrow following kindergarten shots and physical ... Bla,neu
2290,i feel less than nothin .. lower than zero ..,neg
2098,Bacon Fail at Gulb ... lack of chef,neg
1186,Mmmmmm I 1 curry Don't have an Oregan though,neu
1891,is finally gotten online after logging 200km over the last two days on errands as the family driver http://plurk.com/p/wxz12,neu
1755,Now I need to change my monitor,neu
1926,http://twitpic.com/4sx96 before they put a CAMERA in the smokers pit i can no longer vandalize that door without being caught,neg
707,not where i live,neu
2426,GRR we are only allowed gas grills where i live it sucks,neg
2534,haha i agree lame ... another thought y are their concerts so expensive ... that's kinda lame too,neu
2220,Want to get my hands dirty with FubuMVC http://bit.ly/J00ha but the documentation is not yet complete,neg
1688,you might have missed my latest experiment I know blogs have too many words these days http://tinyurl.com/ne6twc,neg
284,25 man Ulduar is hard ...,neg
1659,I had a horrible dream it had to do with a scary face now im awake for the rest of the night God dammit :\,neg
920,I'm trying to sleep It's not working,neu
1433,No twitpic lol,pos
2579,Beer in the fridge,neu
2899,we all know and yes dont remind me im so effin jealous fuck aust some times,neg
734,Not feeling too good,neg
1812,Off to get ready for toms .. gotta go make sure he's not done anything stupid ill tweet later,pos
2354,Live TV coming to the XBox 360 But only if you live in the UK http://tinyurl.com/kq47ah,neu
2978,Getting bored sitting at the hotel room the entire day,neg
922,back from grimsby it sucks bein back but was amazin wknd anyway,neg
1402,aww my poor tank friend his guild is fucking him over after promising him main OT he barely even gets to go now,pos
2823,haha we had balcony seats not that great there's a giant dragon thing that has glowing red eyes and moves its wings,neg
167,Up reading tabloids about other people's lives ... thinking what I'm gonna do with mine when my baby leaves,neu
2273,Going back to Manila this evening All my trips to Cebu are so bitin,neu
2789,Stayin over at dustins tonight ... my car 0s me,neu
12,Ugh I have to beat this stupid song to get to the next rude,neg
1546,Hi anyone there,neu
617,Someone make me a cofffeeeeeee ...,neu
1092,guys why did paranoid drop out of the countdown thats so not fair iv voted heaps for it,neg
90,what's going on sweetheart,pos
612,Packing I don't like it ..,neg
2719,yes Watching season 2 all evening Wish I could get BBC 2,pos
1404,is tweeting so much that she's not even paying attention to me,neu
857,Missing Everyone,neg
2475,I can't buy only rent,neu
777,I am going to die tomorrow night should be here,neg
1638,Yeah I downloaded her whole album quot,pos
1986,is trying so hard to not 1 and be at peace despite her circumstances but wonders why some christians are the ones making it so hard,neg
2352,contemplating when to hand in my 1ly car,pos
2848,idkk if il get to see it again,neu
28,Fudge ... Just BS'd that whole paper ... So tired ... Ugh I 0 school ... time to sleep,neg
1522,Hoping that this will just heal on it's own because anything I put on it just makes it worse Owww,neg
1066,those workmen extending R block can't start this early surely .. its 7:45 am and already they're making a racket and woken me up,neu
1911,is it weird that i really want a harry potter bed spread and pillows i wish i could find one that wasn't gryffindor,pos
74,Bitten to blood by my cat on my way for a rabies bacterin Seems 7 shots for 2 months Never wash my cats at home again they 0 water,neu
515,hi Fuck your job,neg
1309,POL Is this song from a new album I am really missing out on UdD,neg
2227,do you really smoke,neu
2002,Owww I'm aching alll over,neg
2157,Because twitter is about being an attention whore meet new haircut same as the old one http://u.nu/8748 She refused to cut a fringe,neg
1584,Can't sleep People keep textin me,neu
1517,where's 1 in meeeee,neu
116,early happy day of birth in case I don't make it Very tired from therapy today n just taking my medicine misshu 1 ya,pos
2341,im very sorry,neg
1072,Summer Glau to appear in Dollhouse next year http://tinyurl.com/mnrezc ... I still can't believe they won't renew TSCC,neu
1799,Too much sand in the SD 790 from pismo this weekend ANOTHER canon powershot broken 2nd one in a year What to buy this time ...,neg
2729,but lorraine kelly is a sexy mama,pos
1600,Morning all Looks like no Nintendo Gameboy phone,pos
622,last night in newport,neu
409,what happen to the maids of yours Quit once again ...,neu
1623,just a concert i can't go to due to trials,neu
115,I second that I wish it rained more where I am,pos
288,this is happening to me too,neu
2501,Headache,neu
1181,sitting in school sucks to be me,neg
337,I have cystic lacrimal infectection my eye and face are swollen and it hurts,neg
46,Ahh .  ... Well I was hoping that I could learn some stuff on the way . ... Why not you and I work on separate things but also,pos
747,its 1ny i'm kinda sad on my last day,neg
2748,Can't wait to come home I miss my Bubba Too bad my parents are taking him to Canada,neg
753,I lost 4 followers over night nobody likes me,pos
462,there's really no android twitter app of Tweetie's calibre,neg
